"date","code","delta","value"
2005-11-20,RUB,-1710,9963.06999999992
2005-11-22,RUB,-180,9783.06999999992
2005-11-23,RUB,-2780,7003.06999999992
2005-11-24,RUB,-510,6493.06999999992
2005-11-25,RUB,-230,6263.06999999992
2005-11-26,RUB,3300,9563.06999999992
2005-11-27,RUB,-400,9163.06999999992
2005-11-29,RUB,-400,8763.06999999992
2005-12-01,RUB,46241,55004.06999999992
2005-12-02,RUB,-670,54334.06999999992
2005-12-03,RUB,-910,53424.06999999992
2005-12-04,RUB,-2220,51204.06999999992
2005-12-05,RUB,-540,50664.06999999992
2005-12-06,RUB,-7020,43644.06999999992
2005-12-07,RUB,-590,43054.06999999992
2005-12-08,RUB,-1480,41574.06999999992
2005-12-09,RUB,-570,41004.06999999992
2005-12-10,RUB,-900,40104.06999999992
2005-12-11,RUB,-1540,38564.06999999992
2005-12-12,RUB,-1020,37544.06999999992
2005-12-14,RUB,-200,37344.06999999992
2005-12-15,RUB,-200,37144.06999999992
2005-12-16,RUB,-1930,35214.06999999992
2005-12-17,RUB,-3130,32084.06999999992
2005-12-18,RUB,-2720,29364.06999999992
2005-12-22,RUB,-530,28834.06999999992
2005-12-23,RUB,-1140,27694.06999999992
2005-12-24,RUB,-400,27294.06999999992
2005-12-25,RUB,-300,26994.06999999992
2005-12-26,RUB,-2190,24804.06999999992
2005-12-28,RUB,47537.55,72341.61999999992
2005-12-29,RUB,-6650,65691.61999999992
2005-12-30,RUB,-29902.85,35788.769999999924
2005-12-31,RUB,-3248,32540.769999999924
2006-01-01,RUB,-450,32090.769999999924
2006-01-02,RUB,-1410,30680.769999999924
2006-01-04,RUB,-1580,29100.769999999924
2006-01-05,RUB,-250,28850.769999999924
2006-01-06,RUB,-1070,27780.769999999924
2006-01-07,RUB,-570,27210.769999999924
2006-01-08,RUB,-308,26902.769999999924
2006-01-09,RUB,-1532,25370.769999999924
2006-01-10,RUB,-3240,22130.769999999924
2006-01-12,RUB,-3200,18930.769999999924
2006-01-13,RUB,-1220,17710.769999999924
2006-01-14,RUB,-3990,13720.769999999924
2006-01-18,RUB,-1970,11750.769999999924
2006-01-19,RUB,-100,11650.769999999924
2006-01-20,RUB,-1500,10150.769999999924
2006-01-22,RUB,-3020,7130.769999999924
2006-01-23,RUB,-1000,6130.769999999924
2006-01-26,RUB,-1360,4770.769999999924
2006-01-27,RUB,-900,3870.769999999924
2006-01-31,RUB,-1272,2598.769999999924
2006-02-01,RUB,45720,48318.769999999924
2006-02-02,RUB,-5973,42345.769999999924
2006-02-03,RUB,-315,42030.769999999924
2006-02-04,RUB,55700,97730.76999999993
2006-02-07,RUB,-840,96890.76999999993
2006-02-08,RUB,-700,96190.76999999993
2006-02-11,RUB,-1500,94690.76999999993
2006-02-12,RUB,-6920,87770.76999999993
2006-02-13,RUB,-31760,56010.76999999993
2006-02-14,RUB,-310,55700.76999999993
2006-02-15,RUB,-360,55340.76999999993
2006-02-17,RUB,-1000,54340.76999999993
2006-02-18,RUB,-350,53990.76999999993
2006-02-19,RUB,-690,53300.76999999993
2006-02-20,RUB,-620,52680.76999999993
2006-02-21,RUB,-27390,25290.76999999993
2006-02-22,RUB,-21735,3555.7699999999313
2006-02-23,RUB,-150,3405.7699999999313
2006-02-25,RUB,-600,2805.7699999999313
2006-02-27,RUB,-950,1855.7699999999313
2006-02-28,RUB,-1100,755.7699999999313
2006-03-01,RUB,44811,45566.76999999993
2006-03-02,RUB,-400,45166.76999999993
2006-03-03,RUB,-507,44659.76999999993
2006-03-04,RUB,-780,43879.76999999993
2006-03-05,RUB,-730,43149.76999999993
2006-03-06,RUB,-5850,37299.76999999993
2006-03-07,RUB,-6058,31241.76999999993
2006-03-08,RUB,-1470,29771.76999999993
2006-03-10,RUB,-1320,28451.76999999993
2006-03-12,RUB,-200,28251.76999999993
2006-03-13,RUB,-570,27681.76999999993
2006-03-14,RUB,-660,27021.76999999993
2006-03-15,RUB,-220,26801.76999999993
2006-03-16,RUB,-5280,21521.76999999993
2006-03-17,RUB,-350,21171.76999999993
2006-03-19,RUB,-2570,18601.76999999993
2006-03-20,RUB,-1460,17141.76999999993
2006-03-22,RUB,-10040,7101.769999999931
2006-03-24,RUB,-1500,5601.769999999931
2006-03-25,RUB,-300,5301.769999999931
2006-03-26,RUB,-1460,3841.7699999999313
2006-03-28,RUB,-730,3111.7699999999313
2006-03-29,RUB,-800,2311.7699999999313
2006-03-31,RUB,45360,47671.76999999993
2006-04-01,RUB,-475,47196.76999999993
2006-04-02,RUB,-640,46556.76999999993
2006-04-03,RUB,-150,46406.76999999993
2006-04-04,RUB,-8115,38291.76999999993
2006-04-06,RUB,-240,38051.76999999993
2006-04-07,RUB,-3400,34651.76999999993
2006-04-08,RUB,-350,34301.76999999993
2006-04-09,RUB,-3510,30791.76999999993
2006-04-10,RUB,-660,30131.76999999993
2006-04-11,RUB,-120,30011.76999999993
2006-04-12,RUB,-500,29511.76999999993
2006-04-13,RUB,-550,28961.76999999993
2006-04-14,RUB,-650,28311.76999999993
2006-04-15,RUB,-1820,26491.76999999993
2006-04-16,RUB,-2948,23543.76999999993
2006-04-17,RUB,-1270,22273.76999999993
2006-04-18,RUB,-287,21986.76999999993
2006-04-19,RUB,-803,21183.76999999993
2006-04-20,RUB,-82,21101.76999999993
2006-04-21,RUB,-800,20301.76999999993
2006-04-22,RUB,-560,19741.76999999993
2006-04-23,RUB,-910,18831.76999999993
2006-04-24,RUB,-1370,17461.76999999993
2006-04-25,RUB,-130,17331.76999999993
2006-04-26,RUB,-450.19,16881.579999999933
2006-04-27,RUB,-510,16371.579999999933
2006-04-28,RUB,-6540,9831.579999999933
2006-04-29,RUB,-2605,7226.579999999933
2006-04-30,RUB,-440,6786.579999999933
2006-05-01,RUB,46311.35,53097.929999999935
2006-05-02,RUB,7800,60897.929999999935
2006-05-03,RUB,-5500,55397.929999999935
2006-05-04,RUB,-2200,53197.929999999935
2006-05-05,RUB,-2030,51167.929999999935
2006-05-06,RUB,-2083.75,49084.179999999935
2006-05-07,RUB,-180,48904.179999999935
2006-05-08,RUB,-805,48099.179999999935
2006-05-09,RUB,-610,47489.179999999935
2006-05-10,RUB,-765,46724.179999999935
2006-05-11,RUB,-40,46684.179999999935
2006-05-12,RUB,-3315,43369.179999999935
2006-05-14,RUB,-395,42974.179999999935
2006-05-15,RUB,-420,42554.179999999935
2006-05-16,RUB,-700,41854.179999999935
2006-05-17,RUB,-500,41354.179999999935
2006-05-18,RUB,-440,40914.179999999935
2006-05-19,RUB,-670,40244.179999999935
2006-05-20,RUB,-1891,38353.179999999935
2006-05-21,RUB,-466,37887.179999999935
2006-05-22,RUB,-540,37347.179999999935
2006-05-23,RUB,-200,37147.179999999935
2006-05-24,RUB,-140,37007.179999999935
2006-05-25,RUB,-700,36307.179999999935
2006-05-26,RUB,-1150,35157.179999999935
2006-05-27,RUB,-933,34224.179999999935
2006-05-28,RUB,-1283,32941.179999999935
2006-05-29,RUB,-343,32598.179999999935
2006-05-30,RUB,-170,32428.179999999935
2006-05-31,RUB,-510,31918.179999999935
2006-06-01,RUB,45156,77074.17999999993
2006-06-02,RUB,-570,76504.17999999993
2006-06-03,RUB,-1520,74984.17999999993
2006-06-04,RUB,-1400,73584.17999999993
2006-06-05,RUB,1170,74754.17999999993
2006-06-06,RUB,-2040,72714.17999999993
2006-06-07,RUB,-536,72178.17999999993
2006-06-08,RUB,-3490,68688.17999999993
2006-06-09,RUB,-543,68145.17999999993
2006-06-11,RUB,-550,67595.17999999993
2006-06-12,RUB,-481,67114.17999999993
2006-06-14,RUB,-100,67014.17999999993
2006-06-15,RUB,-1190,65824.17999999993
2006-06-16,RUB,-272,65552.17999999993
2006-06-17,RUB,-2800,62752.179999999935
2006-06-18,RUB,-208,62544.179999999935
2006-06-19,RUB,-13990,48554.179999999935
2006-06-20,RUB,-210,48344.179999999935
2006-06-21,RUB,-232,48112.179999999935
2006-06-22,RUB,-1138,46974.179999999935
2006-06-23,RUB,-1470,45504.179999999935
2006-06-24,RUB,-4310,41194.179999999935
2006-06-25,RUB,-310,40884.179999999935
2006-06-26,RUB,-180,40704.179999999935
2006-06-27,RUB,-935,39769.179999999935
2006-06-28,RUB,-190,39579.179999999935
2006-06-29,RUB,-340,39239.179999999935
2006-06-30,RUB,47996.98,87236.15999999995
2006-07-01,RUB,-380,86856.15999999995
2006-07-02,RUB,-140,86716.15999999995
2006-07-03,RUB,785,87501.15999999995
2006-07-04,RUB,-55,87446.15999999995
2006-07-06,RUB,-3550,83896.15999999995
2006-07-07,RUB,-222,83674.15999999995
2006-07-08,RUB,-2628,81046.15999999995
2006-07-09,RUB,-170,80876.15999999995
2006-07-10,RUB,-84,80792.15999999995
2006-07-11,RUB,-452,80340.15999999995
2006-07-12,RUB,-70,80270.15999999995
2006-07-13,RUB,-555,79715.15999999995
2006-07-14,RUB,-600,79115.15999999995
2006-07-15,RUB,-2497,76618.15999999995
2006-07-16,RUB,-1110,75508.15999999995
2006-07-17,RUB,-2562,72946.15999999995
2006-07-18,RUB,250,73196.15999999995
2006-07-21,RUB,-264,72932.15999999995
2006-07-22,RUB,-706,72226.15999999995
2006-07-23,RUB,-1000,71226.15999999995
2006-07-24,RUB,-500,70726.15999999995
2006-07-25,RUB,-250,70476.15999999995
2006-07-26,RUB,-610,69866.15999999995
2006-07-27,RUB,-310,69556.15999999995
2006-07-28,RUB,-910,68646.15999999995
2006-07-29,RUB,-1690,66956.15999999995
2006-07-30,RUB,-8445,58511.159999999945
2006-07-31,RUB,63366.5,121877.65999999995
2006-08-01,RUB,-450,121427.65999999995
2006-08-02,RUB,-170,121257.65999999995
2006-08-03,RUB,-900,120357.65999999995
2006-08-04,RUB,-2970,117387.65999999995
2006-08-05,RUB,590,117977.65999999995
2006-08-06,RUB,-1590,116387.65999999995
2006-08-12,RUB,-600,115787.65999999995
2006-08-14,RUB,37450,153237.65999999995
2006-08-15,RUB,-1100,152137.65999999995
2006-08-17,RUB,-3080,149057.65999999995
2006-08-19,RUB,-4690,144367.65999999995
2006-08-23,RUB,-540,143827.65999999995
2006-08-24,RUB,-740,143087.65999999995
2006-08-27,RUB,-6765,136322.65999999995
2006-08-28,RUB,-470,135852.65999999995
2006-08-29,RUB,-2550,133302.65999999995
2006-08-30,RUB,-775,132527.65999999995
2006-08-31,RUB,-330,132197.65999999995
2006-09-01,RUB,56839.48,189037.13999999996
2006-09-02,RUB,-1096,187941.13999999996
2006-09-03,RUB,-544,187397.13999999996
2006-09-04,RUB,-1840,185557.13999999996
2006-09-05,RUB,6000,191557.13999999996
2006-09-06,RUB,310,191867.13999999996
2006-09-07,RUB,-600,191267.13999999996
2006-09-08,RUB,-1300,189967.13999999996
2006-09-09,RUB,-980,188987.13999999996
2006-09-10,RUB,-1140,187847.13999999996
2006-09-11,RUB,-142,187705.13999999996
2006-09-12,RUB,-2490,185215.13999999996
2006-09-13,RUB,-240,184975.13999999996
2006-09-14,RUB,-728,184247.13999999996
2006-09-15,RUB,-1615,182632.13999999996
2006-09-16,RUB,-5255,177377.13999999996
2006-09-17,RUB,-455,176922.13999999996
2006-09-18,RUB,145,177067.13999999996
2006-09-19,RUB,-150,176917.13999999996
2006-09-20,RUB,-1348,175569.13999999996
2006-09-21,RUB,-332,175237.13999999996
2006-09-22,RUB,627,175864.13999999996
2006-09-23,RUB,-2275,173589.13999999996
2006-09-24,RUB,-762,172827.13999999996
2006-09-25,RUB,-70,172757.13999999996
2006-09-26,RUB,-600,172157.13999999996
2006-09-27,RUB,-575,171582.13999999996
2006-09-29,RUB,-2535,169047.13999999996
2006-09-30,RUB,47686,216733.13999999996
2006-10-01,RUB,-442,216291.13999999996
2006-10-04,RUB,-1390,214901.13999999996
2006-10-05,RUB,-1650,213251.13999999996
2006-10-06,RUB,-1042,212209.13999999996
2006-10-07,RUB,-5275,206934.13999999996
2006-10-08,RUB,-353,206581.13999999996
2006-10-09,RUB,3800.66,210381.79999999996
2006-10-10,RUB,-215,210166.79999999996
2006-10-11,RUB,-320,209846.79999999996
2006-10-12,RUB,-495,209351.79999999996
2006-10-13,RUB,-2200,207151.79999999996
2006-10-14,RUB,-907,206244.79999999996
2006-10-16,RUB,457,206701.79999999996
2006-10-17,RUB,-520,206181.79999999996
2006-10-18,RUB,-530,205651.79999999996
2006-10-19,RUB,-1287,204364.79999999996
2006-10-20,RUB,-190,204174.79999999996
2006-10-21,RUB,-2307,201867.79999999996
2006-10-22,RUB,-720,201147.79999999996
2006-10-23,RUB,-426,200721.79999999996
2006-10-24,RUB,40,200761.79999999996
2006-10-25,RUB,-18760,182001.79999999996
2006-10-26,RUB,-580,181421.79999999996
2006-10-27,RUB,-1050,180371.79999999996
2006-10-28,RUB,-675,179696.79999999996
2006-10-29,RUB,-710,178986.79999999996
2006-10-30,RUB,-1095,177891.79999999996
2006-10-31,RUB,610,178501.79999999996
2006-11-01,RUB,47844,226345.79999999996
2006-11-02,RUB,-740,225605.79999999996
2006-11-03,RUB,3040,228645.79999999996
2006-11-04,RUB,-10009,218636.79999999996
2006-11-05,RUB,-1490,217146.79999999996
2006-11-06,RUB,-100,217046.79999999996
2006-11-07,RUB,-1020,216026.79999999996
2006-11-08,RUB,-1420,214606.79999999996
2006-11-09,RUB,-790,213816.79999999996
2006-11-10,RUB,-160,213656.79999999996
2006-11-11,RUB,-240,213416.79999999996
2006-11-12,RUB,-500,212916.79999999996
2006-11-13,RUB,-3130,209786.79999999996
2006-11-14,RUB,-180,209606.79999999996
2006-11-15,RUB,-970,208636.79999999996
2006-11-16,RUB,-650,207986.79999999996
2006-11-17,RUB,-1460,206526.79999999996
2006-11-18,RUB,-8240,198286.79999999996
2006-11-19,RUB,-290,197996.79999999996
2006-11-20,RUB,-1180,196816.79999999996
2006-11-21,RUB,-370,196446.79999999996
2006-11-22,RUB,-1090,195356.79999999996
2006-11-24,RUB,-935,194421.79999999996
2006-11-25,RUB,605,195026.79999999996
2006-11-26,RUB,-580,194446.79999999996
2006-11-27,RUB,-355,194091.79999999996
2006-11-28,RUB,-2505,191586.79999999996
2006-11-29,RUB,-1695,189891.79999999996
2006-11-30,RUB,-2075,187816.79999999996
2006-12-01,RUB,-160,187656.79999999996
2006-12-02,RUB,-11370,176286.79999999996
2006-12-03,RUB,-495,175791.79999999996
2006-12-04,RUB,52640,228431.79999999996
2006-12-05,RUB,-310,228121.79999999996
2006-12-06,RUB,-1610,226511.79999999996
2006-12-07,RUB,-1477,225034.79999999996
2006-12-08,RUB,-1260,223774.79999999996
2006-12-09,RUB,-90,223684.79999999996
2006-12-10,RUB,-664,223020.79999999996
2006-12-13,RUB,-3637,219383.79999999996
2006-12-14,RUB,-10,219373.79999999996
2006-12-15,RUB,-445,218928.79999999996
2006-12-16,RUB,-1441,217487.79999999996
2006-12-18,RUB,-250,217237.79999999996
2006-12-19,RUB,-600,216637.79999999996
2006-12-20,RUB,-593,216044.79999999996
2006-12-21,RUB,-1196,214848.79999999996
2006-12-22,RUB,-16630,198218.79999999996
2006-12-23,RUB,-2535,195683.79999999996
2006-12-24,RUB,-410,195273.79999999996
2006-12-25,RUB,3855,199128.79999999996
2006-12-26,RUB,-542,198586.79999999996
2006-12-27,RUB,-130,198456.79999999996
2006-12-28,RUB,64678,263134.79999999993
2006-12-29,RUB,4790,267924.79999999993
2006-12-30,RUB,-1425,266499.79999999993
2007-01-02,RUB,-1700,264799.79999999993
2007-01-03,RUB,-2100,262699.79999999993
2007-01-04,RUB,-145,262554.79999999993
2007-01-07,RUB,-2265,260289.79999999993
2007-01-09,RUB,-500,259789.79999999993
2007-01-10,RUB,-190,259599.79999999993
2007-01-11,RUB,-3978,255621.79999999993
2007-01-12,RUB,-1655,253966.79999999993
2007-01-13,RUB,-630,253336.79999999993
2007-01-15,RUB,-80,253256.79999999993
2007-01-17,RUB,-730,252526.79999999993
2007-01-18,RUB,-228,252298.79999999993
2007-01-19,RUB,-570,251728.79999999993
2007-01-20,RUB,-3850,247878.79999999993
2007-01-21,RUB,-30,247848.79999999993
2007-01-22,RUB,-1335,246513.79999999993
2007-01-23,RUB,-1770,244743.79999999993
2007-01-24,RUB,-1960,242783.79999999993
2007-01-25,RUB,-785,241998.79999999993
2007-01-26,RUB,-1921,240077.79999999993
2007-01-27,USD,-9565,-9565
2007-01-27,RUB,249796.14,489873.93999999994
2007-01-28,RUB,-90,489783.93999999994
2007-01-29,RUB,45360,535143.94
2007-01-30,RUB,-27410,507733.93999999994
2007-01-31,RUB,-780,506953.93999999994
2007-02-01,RUB,47905.72,554859.6599999999
2007-02-03,RUB,-590,554269.6599999999
2007-02-04,RUB,-1035,553234.6599999999
2007-02-05,RUB,-2050,551184.6599999999
2007-02-06,RUB,9580,560764.6599999999
2007-02-07,RUB,722,561486.6599999999
2007-02-09,RUB,-80,561406.6599999999
2007-02-10,RUB,-675,560731.6599999999
2007-02-11,RUB,-394,560337.6599999999
2007-02-12,RUB,-1451,558886.6599999999
2007-02-13,RUB,-920,557966.6599999999
2007-02-14,RUB,-2800,555166.6599999999
2007-02-15,RUB,-3570,551596.6599999999
2007-02-16,RUB,-1270,550326.6599999999
2007-02-17,RUB,-30,550296.6599999999
2007-02-18,RUB,-2670,547626.6599999999
2007-02-19,RUB,-520,547106.6599999999
2007-02-20,RUB,-500,546606.6599999999
2007-02-21,RUB,-1240,545366.6599999999
2007-02-22,RUB,-120,545246.6599999999
2007-02-23,RUB,-600,544646.6599999999
2007-02-24,RUB,-1388,543258.6599999999
2007-02-25,RUB,-5011,538247.6599999999
2007-02-26,RUB,-810,537437.6599999999
2007-02-27,RUB,-455147.14,82290.5199999999
2007-02-28,RUB,6145,88435.5199999999
2007-03-01,RUB,-535,87900.5199999999
2007-03-02,RUB,46634,134534.5199999999
2007-03-03,RUB,-2655,131879.5199999999
2007-03-04,RUB,-3315,128564.5199999999
2007-03-05,USD,9565,0
2007-03-05,RUB,720,129284.5199999999
2007-03-06,RUB,-980,128304.5199999999
2007-03-07,RUB,-1105,127199.5199999999
2007-03-08,RUB,-975,126224.5199999999
2007-03-09,RUB,-1460,124764.5199999999
2007-03-10,RUB,-41288.82,83475.6999999999
2007-03-11,RUB,-2967,80508.6999999999
2007-03-12,RUB,-500,80008.6999999999
2007-03-13,RUB,-4260,75748.6999999999
2007-03-14,USD,76.04,76.04
2007-03-14,RUB,-3453,72295.6999999999
2007-03-15,USD,-23.58,52.46000000000001
2007-03-15,RUB,-10850,61445.699999999895
2007-03-16,RUB,-5010,56435.699999999895
2007-03-18,RUB,-720,55715.699999999895
2007-03-19,RUB,-200,55515.699999999895
2007-03-20,RUB,-935,54580.699999999895
2007-03-21,RUB,-3765,50815.699999999895
2007-03-22,RUB,-4135,46680.699999999895
2007-03-23,RUB,-150,46530.699999999895
2007-03-24,RUB,-1400,45130.699999999895
2007-03-25,RUB,-5243,39887.699999999895
2007-03-26,RUB,-200,39687.699999999895
2007-03-27,RUB,-1845,37842.699999999895
2007-03-29,RUB,-165,37677.699999999895
2007-03-30,RUB,8295,45972.699999999895
2007-03-31,RUB,-1090,44882.699999999895
2007-04-01,RUB,48557,93439.6999999999
2007-04-02,RUB,-2670,90769.6999999999
2007-04-03,RUB,-950,89819.6999999999
2007-04-04,RUB,-3503,86316.6999999999
2007-04-05,RUB,-1990,84326.6999999999
2007-04-06,RUB,-4806,79520.6999999999
2007-04-07,RUB,-2705,76815.6999999999
2007-04-08,RUB,-2800,74015.6999999999
2007-04-09,RUB,-286,73729.6999999999
2007-04-10,RUB,-250,73479.6999999999
2007-04-11,RUB,-4638,68841.6999999999
2007-04-12,USD,463.03,515.49
2007-04-12,RUB,-16080,52761.699999999895
2007-04-13,RUB,-664,52097.699999999895
2007-04-14,RUB,-4070,48027.699999999895
2007-04-15,USD,-454.32,61.170000000000016
2007-04-15,RUB,-3282,44745.699999999895
2007-04-16,RUB,-60,44685.699999999895
2007-04-17,RUB,-1719,42966.699999999895
2007-04-18,RUB,-180,42786.699999999895
2007-04-19,RUB,-190,42596.699999999895
2007-04-20,RUB,-2217,40379.699999999895
2007-04-21,RUB,-2870,37509.699999999895
2007-04-22,RUB,-3153.14,34356.559999999896
2007-04-23,RUB,-2440,31916.559999999896
2007-04-24,RUB,-1050,30866.559999999896
2007-04-25,RUB,-100,30766.559999999896
2007-04-27,RUB,48731,79497.5599999999
2007-04-28,RUB,-720,78777.5599999999
2007-04-29,RUB,-541,78236.5599999999
2007-04-30,RUB,-3124,75112.5599999999
2007-05-01,RUB,-3120,71992.5599999999
2007-05-02,RUB,-530,71462.5599999999
2007-05-03,RUB,-2680,68782.5599999999
2007-05-04,RUB,-800,67982.5599999999
2007-05-05,RUB,-331,67651.5599999999
2007-05-06,RUB,-998,66653.5599999999
2007-05-08,RUB,-590,66063.5599999999
2007-05-09,RUB,-6220.7,59842.8599999999
2007-05-10,USD,542.03,603.2
2007-05-10,RUB,-14806,45036.8599999999
2007-05-11,RUB,-300,44736.8599999999
2007-05-12,RUB,-8822,35914.8599999999
2007-05-13,RUB,-3015,32899.8599999999
2007-05-15,USD,-454.32,148.88000000000005
2007-05-15,RUB,-7038,25861.8599999999
2007-05-17,RUB,-1836,24025.8599999999
2007-05-18,RUB,-2929,21096.8599999999
2007-05-19,RUB,-2366,18730.8599999999
2007-05-20,RUB,-1381,17349.8599999999
2007-05-21,RUB,-630,16719.8599999999
2007-05-22,RUB,-1786,14933.859999999899
2007-05-23,RUB,-500,14433.859999999899
2007-05-24,RUB,-671,13762.859999999899
2007-05-25,RUB,7975,21737.8599999999
2007-05-26,RUB,-3132,18605.8599999999
2007-05-27,RUB,-1556,17049.8599999999
2007-05-28,RUB,-1007,16042.859999999899
2007-05-29,RUB,-1420,14622.859999999899
2007-05-30,RUB,-1385,13237.859999999899
2007-05-31,RUB,-1050,12187.859999999899
2007-06-01,RUB,51277.55,63465.4099999999
2007-06-02,RUB,-2583,60882.4099999999
2007-06-03,RUB,-2447.9,58434.5099999999
2007-06-04,RUB,-4349,54085.5099999999
2007-06-05,RUB,-724,53361.5099999999
2007-06-06,RUB,-1476,51885.5099999999
2007-06-07,RUB,-1650,50235.5099999999
2007-06-08,RUB,-310,49925.5099999999
2007-06-09,RUB,-750,49175.5099999999
2007-06-10,RUB,-8230,40945.5099999999
2007-06-11,USD,384.13,533.01
2007-06-11,RUB,-13767,27178.5099999999
2007-06-12,RUB,-634,26544.5099999999
2007-06-14,RUB,-636,25908.5099999999
2007-06-15,USD,-454.32,78.69
2007-06-15,RUB,-861.1,25047.4099999999
2007-06-16,RUB,-2969,22078.4099999999
2007-06-17,RUB,-494,21584.4099999999
2007-06-18,RUB,-1310,20274.4099999999
2007-06-19,RUB,-1870.4,18404.0099999999
2007-06-20,RUB,-730,17674.0099999999
2007-06-21,RUB,-2085.18,15588.8299999999
2007-06-22,RUB,-4219.11,11369.7199999999
2007-06-23,RUB,-2840.42,8529.2999999999
2007-06-24,RUB,-428,8101.299999999899
2007-06-25,RUB,-59,8042.299999999899
2007-06-26,RUB,-1120.89,6921.409999999899
2007-06-27,RUB,-245.96,6675.449999999899
2007-06-29,RUB,-350,6325.449999999899
2007-06-30,RUB,37634,43959.449999999895
2007-07-01,RUB,-1319,42640.449999999895
2007-07-02,RUB,9171,51811.449999999895
2007-07-03,RUB,-70,51741.449999999895
2007-07-04,RUB,-830,50911.449999999895
2007-07-05,RUB,-2870,48041.449999999895
2007-07-06,RUB,-1079,46962.449999999895
2007-07-07,RUB,-10424,36538.449999999895
2007-07-09,RUB,-809,35729.449999999895
2007-07-11,RUB,-200,35529.449999999895
2007-07-12,RUB,13360,48889.449999999895
2007-07-13,RUB,-1428,47461.449999999895
2007-07-14,USD,469.42,548.11
2007-07-14,RUB,-14740,32721.449999999895
2007-07-15,RUB,-800,31921.449999999895
2007-07-16,USD,-454.32,93.79000000000002
2007-07-16,RUB,429.14,32350.589999999895
2007-07-17,RUB,-1319,31031.589999999895
2007-07-18,RUB,-1080,29951.589999999895
2007-07-19,RUB,2000,31951.589999999895
2007-07-20,RUB,-4777,27174.589999999895
2007-07-21,RUB,-2173,25001.589999999895
2007-07-23,RUB,-2311,22690.589999999895
2007-07-25,RUB,9930,32620.589999999895
2007-07-26,RUB,-2467,30153.589999999895
2007-07-27,RUB,-793,29360.589999999895
2007-07-29,RUB,-985,28375.589999999895
2007-07-31,RUB,-10100,18275.589999999895
2007-08-01,RUB,71367.47,89643.0599999999
